-1.400000000000000e+01	-4.940973024352258e-03
-1.375000000000000e+01	-4.848716179944174e-03
-1.350000000000000e+01	-4.756465389538434e-03
-1.325000000000000e+01	-4.664220890362477e-03
-1.300000000000000e+01	-4.571982931624182e-03
-1.275000000000000e+01	-4.479751778461766e-03
-1.250000000000000e+01	-4.387527712449884e-03
-1.225000000000000e+01	-4.295311032983642e-03
-1.200000000000000e+01	-4.203102058813581e-03
-1.175000000000000e+01	-4.110901129749051e-03
-1.150000000000000e+01	-4.018708608553055e-03
-1.125000000000000e+01	-3.926524883054889e-03
-1.100000000000000e+01	-3.834350368511378e-03
-1.075000000000000e+01	-3.742185510252560e-03
-1.050000000000000e+01	-3.650030786653974e-03
-1.025000000000000e+01	-3.557886712485085e-03
-1.000000000000000e+01	-3.465753842692421e-03
-9.750000000000000e+00	-3.373632776686863e-03
-9.500000000000000e+00	-3.281524163217879e-03
-9.250000000000000e+00	-3.189428705933737e-03
-9.000000000000000e+00	-3.097347169746765e-03
-8.750000000000000e+00	-3.005280388147607e-03
-8.500000000000000e+00	-2.913229271643258e-03
-8.250000000000000e+00	-2.821194817532459e-03
-8.000000000000000e+00	-2.729178121280786e-03
-7.750000000000000e+00	-2.637180389819896e-03
-7.500000000000000e+00	-2.545202957174668e-03
-7.250000000000000e+00	-2.453247302924358e-03
-7.000000000000000e+00	-2.361315074136893e-03
-6.750000000000000e+00	-2.269408111589957e-03
-6.500000000000000e+00	-2.177528481323714e-03
-6.250000000000000e+00	-2.085678512879169e-03
-6.000000000000000e+00	-1.993860845994681e-03
-5.750000000000000e+00	-1.902078488105696e-03
-5.500000000000000e+00	-1.810334885787032e-03
-5.250000000000000e+00	-1.718634014393541e-03
-5.000000000000000e+00	-1.626980491749022e-03
-4.750000000000000e+00	-1.535379724046854e-03
-4.500000000000000e+00	-1.443838095545680e-03
-4.250000000000000e+00	-1.352363218801268e-03
-4.000000000000000e+00	-1.260964440170822e-03
-3.750000000000000e+00	-1.169652671340957e-03
-3.500000000000000e+00	-1.078441909511702e-03
-3.250000000000000e+00	-9.873495957657594e-04
-3.000000000000000e+00	-8.963980850397975e-04
-2.750000000000000e+00	-8.056166726179257e-04
-2.500000000000000e+00	-7.150447796583593e-04
-2.250000000000000e+00	-6.247371915860288e-04
-2.000000000000000e+00	-5.347731612212989e-04
-1.750000000000000e+00	-4.452733620659349e-04
-1.500000000000000e+00	-3.564344194563033e-04
-1.250000000000000e+00	-2.686082665114085e-04
-1.000000000000000e+00	-1.825189465649771e-04
-7.500000000000000e-01	-1.000360112201303e-04
-5.000000000000000e-01	-2.852029383754237e-05
-2.500000000000000e-01	-6.049105398272566e-07
0.000000000000000e+00	0.000000000000000e+00
2.500000000000000e-01	6.049105398211504e-07
5.000000000000000e-01	2.852029383465281e-05
7.500000000000000e-01	1.000360109739594e-04
1.000000000000000e+00	1.825189465317223e-04
1.250000000000000e+00	2.686082886509330e-04
1.500000000000000e+00	3.564344237514878e-04
1.750000000000000e+00	4.452733391215228e-04
2.000000000000000e+00	5.347731570614675e-04
2.250000000000000e+00	6.247371905886199e-04
2.500000000000000e+00	7.150447793661128e-04
2.750000000000000e+00	8.056166725184439e-04
3.000000000000000e+00	8.963980850017407e-04
3.250000000000000e+00	9.873495957497666e-04
3.500000000000000e+00	1.078441909504444e-03
3.750000000000000e+00	1.169652671337439e-03
4.000000000000000e+00	1.260964440169036e-03
4.250000000000000e+00	1.352363350292884e-03
4.500000000000000e+00	1.443838198805278e-03
4.750000000000000e+00	1.535379675055583e-03
5.000000000000000e+00	1.626980454027393e-03
5.250000000000000e+00	1.718633986073551e-03
5.500000000000000e+00	1.810334863894037e-03
5.750000000000000e+00	1.902078470961977e-03
6.000000000000000e+00	1.993860832417389e-03
6.250000000000000e+00	2.085678502014388e-03
6.500000000000000e+00	2.177528472546702e-03
6.750000000000000e+00	2.269408104437522e-03
7.000000000000000e+00	2.361315068261368e-03
7.250000000000000e+00	2.453247298061840e-03
7.500000000000000e+00	2.545202953122717e-03
7.750000000000000e+00	2.637180386421726e-03
8.000000000000000e+00	2.729178118413860e-03
8.250000000000000e+00	2.821194815100209e-03
8.500000000000000e+00	2.913229269568981e-03
8.750000000000000e+00	3.005280386369932e-03
9.000000000000000e+00	3.097347168216248e-03
9.250000000000000e+00	3.189428704610284e-03
9.500000000000000e+00	3.281524162068781e-03
9.750000000000000e+00	3.373632775685278e-03
1.000000000000000e+01	3.465753841816210e-03
1.025000000000000e+01	3.557886711715886e-03
1.050000000000000e+01	3.650030785976487e-03
1.075000000000000e+01	3.742185509653976e-03
1.100000000000000e+01	3.834350367980929e-03
1.125000000000000e+01	3.926524882583478e-03
1.150000000000000e+01	4.018708608132974e-03
1.175000000000000e+01	4.110901129373740e-03
1.200000000000000e+01	4.203102058477436e-03
1.225000000000000e+01	4.295311032681863e-03
1.250000000000000e+01	4.387527712178340e-03
1.275000000000000e+01	4.479751778216896e-03
1.300000000000000e+01	4.571982931402902e-03
1.325000000000000e+01	4.664220890162395e-03
1.350000000000000e+01	4.756465389356458e-03
1.375000000000000e+01	4.848716179027604e-03
1.400000000000000e+01	4.940973023263385e-03
