-1.400000000000000e+01	-4.940973024352258e-03
-1.397500000000000e+01	-4.931747044742271e-03
-1.395000000000000e+01	-4.922521182034892e-03
-1.392500000000000e+01	-4.913295348881285e-03
-1.390000000000000e+01	-4.904069574689388e-03
-1.387500000000000e+01	-4.894843859680649e-03
-1.385000000000000e+01	-4.885618204077154e-03
-1.382500000000000e+01	-4.876392608102313e-03
-1.380000000000000e+01	-4.867167071980800e-03
-1.377500000000000e+01	-4.857941595938558e-03
-1.375000000000000e+01	-4.848716180202810e-03
-1.372500000000000e+01	-4.839490825002070e-03
-1.370000000000000e+01	-4.830265530566152e-03
-1.367500000000000e+01	-4.821040297126180e-03
-1.365000000000000e+01	-4.811815124914594e-03
-1.362499999999999e+01	-4.802590014165169e-03
-1.359999999999999e+01	-4.793364965113016e-03
-1.357499999999999e+01	-4.784139977994597e-03
-1.354999999999999e+01	-4.774915053047737e-03
-1.352499999999999e+01	-4.765690190511627e-03
-1.349999999999999e+01	-4.756465390626844e-03
-1.347499999999999e+01	-4.747240653635354e-03
-1.344999999999999e+01	-4.738015979780527e-03
-1.342499999999999e+01	-4.728791369307146e-03
-1.339999999999999e+01	-4.719566822461421e-03
-1.337499999999999e+01	-4.710342339490994e-03
-1.334999999999999e+01	-4.701117920644956e-03
-1.332499999999999e+01	-4.691893566173855e-03
-1.329999999999999e+01	-4.682669276329712e-03
-1.327499999999999e+01	-4.673445051366024e-03
-1.324999999999999e+01	-4.664220891537786e-03
-1.322499999999999e+01	-4.654996797101490e-03
-1.319999999999999e+01	-4.645772768315152e-03
-1.317499999999999e+01	-4.636548805438312e-03
-1.314999999999999e+01	-4.627324908732051e-03
-1.312499999999999e+01	-4.618101078459003e-03
-1.309999999999999e+01	-4.608877314883366e-03
-1.307499999999999e+01	-4.599653618270915e-03
-1.304999999999999e+01	-4.590429988889017e-03
-1.302499999999999e+01	-4.581206427006638e-03
-1.299999999999999e+01	-4.571982932894365e-03
-1.297499999999999e+01	-4.562759506824405e-03
-1.294999999999999e+01	-4.553536149070614e-03
-1.292499999999998e+01	-4.544312859908499e-03
-1.289999999999998e+01	-4.535089639615236e-03
-1.287499999999998e+01	-4.525866488469679e-03
-1.284999999999998e+01	-4.516643406752383e-03
-1.282499999999998e+01	-4.507420394745607e-03
-1.279999999999998e+01	-4.498197452733333e-03
-1.277499999999998e+01	-4.488974581001283e-03
-1.274999999999998e+01	-4.479751779836929e-03
-1.272499999999998e+01	-4.470529049529504e-03
-1.269999999999998e+01	-4.461306390370024e-03
-1.267499999999998e+01	-4.452083802651300e-03
-1.264999999999998e+01	-4.442861286667950e-03
-1.262499999999998e+01	-4.433638842716417e-03
-1.259999999999998e+01	-4.424416471094983e-03
-1.257499999999998e+01	-4.415194172103784e-03
-1.254999999999998e+01	-4.405971946044825e-03
-1.252499999999998e+01	-4.396749793221997e-03
-1.249999999999998e+01	-4.387527713941092e-03
-1.247499999999998e+01	-4.378305708509818e-03
-1.244999999999998e+01	-4.369083777237818e-03
-1.242499999999998e+01	-4.359861920436680e-03
-1.239999999999998e+01	-4.350640138419960e-03
-1.237499999999998e+01	-4.341418431503197e-03
-1.234999999999998e+01	-4.332196800003926e-03
-1.232499999999998e+01	-4.322975244241698e-03
-1.229999999999998e+01	-4.313753764538098e-03
-1.227499999999998e+01	-4.304532361216761e-03
-1.224999999999998e+01	-4.295311034603388e-03
